Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot99,"Harley Luongo",hard,51,Failed,"Blue Room","Blue Room: Objective #1","1","21:37:47","21:38:56",
Bot100,"Роман Мухаметшин",hard,50,Completed,"Server Room Control Room","Server Room Control Room: Objective #1","3","21:38:25","21:39:51",
Bot100,"Роман Мухаметшин",hard,50,Failed,"Hangar Gate Controls","Hangar Gate Controls: Objective #1","1","21:39:56","21:41:10",
Bot101,"Лаврентий Козаков",hard,40,Failed,"Hangar Gate Controls","Hangar Gate Controls: Objective #1","1","21:38:30","21:39:11",
Bot102,"Эдуард Чазов",hard,41,Failed,"Negotiation Room","Negotiation Room: Objective #2","1","21:39:57","21:40:17",
Bot103,"Игнат Юбкин",hard,48,Completed,"Blue Room Entry","Blue Room Entry: Objective #1","1","21:39:58","21:40:52",
Bot103,"Игнат Юбкин",hard,48,Failed,"Blue Room Entry","Blue Room Entry: Objective #2","1","21:40:58","21:41:55",
Bot104,"gamber Решетников",hard,62,Active,"Manager's Office","Manager's Office: Objective #1","1","21:40:11","N/A",
Bot105,"Герасим Лобачёв",hard,56,Failed,"Cafeteria","Cafeteria: Objective #1","1","21:40:16","21:40:36",
Bot106,"Руслан Гурковский",hard,55,Pending,"Board Room","Board Room: Objective #1","1","21:40:17","N/A",
Bot107,"Илья Расторгуев",hard,50,Failed,"Green Room","Green Room: Objective #8","1","21:40:19","21:40:19",
Bot107,"Илья Расторгуев",hard,50,Pending,"Green Room","Green Room: Objective #4","1","21:40:24","N/A",
Bot108,"Антип Тёмкин",hard,55,Pending,"Medical Block Elevator Stairwell","Medical Block Elevator Stairwell: Objective #1","1","21:40:21","N/A",
Bot109,"Данила Воронин",hard,37,Failed,"Red Room","Red Room: Objective #1","1","21:40:23","21:40:24",
Bot109,"Данила Воронин",hard,37,Completed,"Security Office","Security Office: Objective #1","1","21:40:29","21:41:22",
Bot109,"Данила Воронин",hard,37,Completed,"Security Office","Security Office: Objective #2","1","21:41:28","21:42:38",
Bot109,"Данила Воронин",hard,37,Failed,"Violet Room","Violet Room: Objective #1","1","21:42:43","21:42:55",
Bot109,"Данила Воронин",hard,37,Completed,"Conference Room","Conference Room: Objective #4","1","21:43:00","21:43:07",
